,angel,convertible_note,debt_financing,equity_crowdfunding,grant,non_equity_assistance,post_ipo_debt,post_ipo_equity,private_equity,product_crowdfunding,secondary_market,seed,undisclosed,venture
754,,,,,,,,,,,,27429,,
755,,,,,,,,,,,,5100000,,
756,,,,,,,,3500000,,,,,,
757,,,,,,,,2600000,,,,,,
758,,,,,,,,,,,,,,
759,,,,,,,,,,,,12500,,
760,,,,,,,,,,,,1848664,,
761,368750,,,,,,,,,,,,,
762,,,2955000,,,,,,,,,,,
763,,,,,,,,,3000000,,,,,
764,,,8000000,,,,,,,,,,,
765,,,,,,,,,,,,,,
766,,,,,,,,,,,,,,5000000
767,300000,,,,,,,,,,,,,
768,,,,,,,,,,,,,,7500000
769,,,,,,,,,,,,15873,,
770,,,,,,,,,,,,,,
771,,,,,,,,,,,,50000,,
772,,,,,,,,,,,,2310577,,
773,,,,,,,,,,,,1677116,,
774,,,,,,,,,,,,30000,,
775,,,,,,,,,,,,250000,,
776,,,,,,,,,,,,,,7000000
777,,,,,,,,,,,,,,3000000
778,,,,,,,,,,,,,,2492516
779,,,1827500,,,,,,,,,,,
780,,,,,,,,,,,,,,6500000
781,,,,,,,,,,,,,,6309744
782,,,,,,,,,,,,,,3500000
783,,,,,,,,,,,,200000,,
784,,,,,,,,,,,,,,1000000
785,,,,,,,,,,,,100000,,
786,100000,,,,,,,,,,,,,
787,,,,,,,,,,,,2700000,,
788,,200000,,,,,,,,,,,,
789,,150000,,,,,,,,,,,,
790,,,,,,,,,,,,,,
791,,,,,,,,,,,,,,
792,,,,,,,,,,,,,,2000000
793,,,,,,,,,,,,,,1019139
794,,,100000,,,,,,,,,,,
795,,,,,,,,10000000,,,,,,
796,,,,,,,,1052498,,,,,,
797,,,,,,,,,,,,,,
798,,,,,,,,,,,,,,
799,,,,,,,,,,,,,,10918865
800,,,,,,,,,,,,,,3000000
801,,,,,,,,,,,,,,7000000
802,,,8775000,,,,,,,,,,,
803,,,7450000,,,,,,,,,,,
804,,,,,,,,,,,,,,5714286
805,,,,,,,,,,,,,,
806,,,,,,,,,,,,,,1000000
807,,,,,,,,,,,,,,
808,,,,,,,,,,,,,,15000000
809,,,,,,,,,,,,,,4000000
810,,,,,,,,,,,,,,11500000
811,,,,,,,,,,,,,,
812,,,,,,,,,,,,,,
813,,,,,,,,,,,,,,
814,,,,,,,,,,,,,,20000000
815,,,,,,,,,,,,,,
816,,,,,,,,,,,,,,12000000
817,,,,,,,,,,,,4000000,,
818,,,,,,,,,,,,,,4000000
819,,,,,,,,,,,,,,3134880
820,,,,,,,,,,,,,,1700000
821,,,,,,,,,,,,,,5000000
822,,,,,,,,,,,,,,2569720
823,,,,,,,,,,,,,,
824,,,,,,,,,,,,700832,,
825,,,,,,,,,,,,380000,,
826,,,,,,,,,,,,475855,,
827,,,,,,,,,,,,,,
828,,,,,,,,,,,,,,
829,,,,,,,,,,,,,,19000000
830,,,,,,,,,,,,,,657750
831,,,,,,,,,,,,,,4200000
832,,,,,,,,,,,,,,2368902
833,,,,,,,,,,,,3800000,,
834,,,360000,,,,,,,,,,,
835,,,,,,,,,,,,295000,,
836,,,,,,,,,,,,,,
837,,,,,,,,,,,,,,
838,,,,,,,,,,,,150000,,
839,,,,,,,,,,,,,,1613014
840,,,,,,,,,,,,,,10000000
841,,,,,,,,,,,,,,15000000
842,,,,,,,,,,,,75000,,
843,,,,,,,,,,,,300000,,
844,2000000,,,,,,,,,,,,,
845,,,,,,,,,,,,75000,,
846,,,,,,,,,,,,,,
847,,,,,,,,,,,,190035,,
848,,,,,,,,,,,,,,3107198
849,,,,,,,,,,,,1500000,,
850,,,,,,,,,,,,,,
851,,,,,,,,,,,,,,
852,,,,,,,,,,,,650000,,
853,,,,,,,,,,,,2875000,,
854,,,1500000,,,,,,,,,,,
855,,,,,,,,,,,,,,2400000
856,,,1250000,,,,,,,,,,,
857,,,,,,,,,,,,,,4926000
858,,,460000,,,,,,,,,,,
859,,,,,,,,,,,,,,2500000
860,,,,,,,,,,,,,,4500000
861,,,,47570,,,,,,,,,,
862,,,,,,,,,,,,,,
863,,,1600000,,,,,,,,,,,
864,,,,,,,,,,,,,,8468328
865,,,,,,,,,,,,,,10000000
866,120000,,,,,,,,,,,,,
867,,,,,,,,,,,,,,
868,,,,,,,,,,,,,,
869,1136548,,,,,,,,,,,,,
870,,,,,,,,,,,,,,110700
871,,,,,,,,,,,,,,350075
872,,,,,,,,,,,,,,556695
873,,,,,,,,,,,,,,3000000
874,,,,,,,,,,,,,,4000000
875,,,,,,,,,,,,,,2000000
876,,,,,,,,,,,,,,250000
877,,,,,,,,,,,,,,3600000
878,,,,,,,,,,,,,,
879,,,,,,,,,,,,,,
880,,,,,,,,,,,,600000,,
881,,,,,,,,,,,,,,22000000
882,,,,,,,,,,,,250000,,
883,,,,,,,,,,,,19260,,
884,,,,,,,,,,,,500000,,
885,,,,,,,,,,,,1400000,,
886,,,,,,,,,,,,3100000,,
887,,,,,,,,,,,,,,9000000
888,,,,,,,,,,,,,,8000000
889,,,,,,,,,,,,,,2100000
890,,,,,,,,,,,,,,
891,,,,,,,,,,,,25000,,
892,,,,,,,,,,,,,,20000000
893,,,,,,,,,,,,,,57000000
894,,,,,,,,,,,,,,
895,,,,,,,,,,,,,,
896,,,,,,,,,,,,,,100000
897,,,,,,,,,,,,,,
898,,,,,,,,,,,,,,
899,,,,,,,,,,,,,,
900,,,,,,,,,,,,25000,,
901,,,,,,,,,,,,,,5100000
902,,,,,,,,,,,,,,25000000
903,,,,,,,,,,,,2000000,,
904,,,,,,,,,,,,,,400000
905,,,,,,,,,,,,,,
906,,,,,,,,,,,,,,
907,,,,,,,,,,,,,,
908,,55398,,,,,,,,,,,,
909,,,,,,,,,,,,,,
910,,,,,,,,,,,,110000,,
911,,,,,,,,,,,,30000,,
912,,,,,,,,,,,,,,
913,,,,,,,,,,,,,,
914,,,,,,,,,,,,,,5250000
915,,,,,,,,,,,,,,7000000
916,,,,,,,,,,,,,,
917,,,,,,,,,,,,30000,,
918,,,,,,,,,,,,200000,,
919,,,,,,,,,,,,,,2500000
920,,,,,,,,,,,,1000000,,
921,,,,,,,,,,,,500000,,
922,,,,,,,,,,,,981681,,
923,,,,,,,,,,,,,,13500000
924,,,,,,,,,,,,,,30000000
925,,,,,,,,,,,,39473,,
926,,,,,40028,,,,,,,,,
927,,,,,,,,,,,,,,
928,,,2500000,,,,,,,,,,,
929,,,,,,,,,,,,1500000,,
930,,,,,,,,,,,,,,1279980
931,,,,,,,,,,,,,,24600000
932,,150000,,,,,,,,,,,,
933,,,,,,,,,,,,,,
934,,,,,,,,126000000,,,,,,
935,,,,,,,,,,,,,2500000,
936,2000000,,,,,,,,,,,,,
937,,,,,,,,,,,,,,7000000
938,,,,,2600000,,,,,,,,,
939,,,,,,,,,,,,,,11600000
940,,,,,,,,,,,,,,8100000
941,1292301,,,,,,,,,,,,,
942,,,,,,,,,,,,,,15000000
943,,,,,,,,,,,,,,5800000
944,,,,,,,,,,,,,,18000000
945,100000,,,,,,,,,,,,,
946,,,,,,,,,,,,,,20000000
947,,,,,,,,,,,,,317460,
948,30000000,,,,,,,,,,,,,
949,,,,,,,,,,,,,,
950,,,,,,,,,,,,15000,,
951,,,,,,,,,,,,,,3000000
952,,,,,,,,,,,,,,
953,4502251,,,,,,,,,,,,,
954,,,,,,,,,,,,,,9000000
955,63590263,,,,,,,,,,,,,
956,,,,,,,,,,,,,,
957,,,,,,,,,,,,,,10000000
958,,,,,,,,,,,,,,9790000
959,,,,,,,,,,,,1000000,,
960,,,,,,,,,,,,3250000,,
961,,,,,,,,,,,,,,
962,,,,,,,,,,,,,,7200000
963,,,,,,,,,,,,1600000,,
964,,,,,,,,,,,,560000,,
965,,,,,,,,,,,,1380700,,
966,,,,,,,,,,,,,,2000000
967,,,,,,,,,,,,,,15050000
968,,,,,,,,,,,,,,37524258
969,,,,,,,,,,,,,,2000000
970,,,,,,,,,,,,,,27000013
971,,,,,,,,,,,,,,
972,,,,,,,,,,,,,,
973,,,,,100000,,,,,,,,,
974,400000,,,,,,,,,,,,,
975,,,,,,,,,,,,,,35000000
976,,,,,,,,,,,,,,10000000
977,,,,,,,,,,,,105651,,
978,,,,,,,,,,,,,,
979,,,,,,,,,,,,,,
980,,,,,,,,,,,,100000,,
981,,,,,,,,,,,,,,
982,,,,,,,,,75000000,,,,,
983,,,,,,,,,,,,,,
984,,,,,,,,,,,,442943,,
985,,,,,,,,,,,,20000,,
986,7575757,,,,,,,,,,,,,
987,,,,,,,,,,,,,,25000000
988,,,,,,,,,,,,,,
989,,,,,,,,,,,,,,
990,100000,,,,,,,,,,,,,
991,,,,,,,,,,,,10000,,
992,100000,,,,,,,,,,,,,
993,,,,,,,,,,,,,,
994,,,,,,,,,,,,30000,,
995,,,,,,,,,,,,50000,,
996,,,,,,,,,,,,,,
997,,,,,,,,,,,,,,9600000
998,,,,,,,,,,,,,,
999,,,,,,,,,,,,70000,,
1000,,,,,,,,,,,,,,
1001,254730,,,,,,,,,,,,,
1002,,,,,,,,,,,,,946620,
1003,230701,,,,,,,,,,,,,
1004,,,,,,,,,,,,,,
1005,,,,,,,,,,,,2800000,,
1006,,,,,,,,,,,,,,1100000
1007,,,,,,,,,,,,,,3100000
1008,,,,,,,,,,,,,,3000000
1009,,,,,,,,,,,,,900000,
1010,,,,,,,,,,,,,,1000000
1011,,,,,,,,,,,,,,9000000
1012,,,425000,,,,,,,,,,,
1013,,,,,,,,,,,,500000,,
1014,,,,,,,,,,,,,435400,
1015,,,,,,,,,,,,,,
1016,,,,,,,,,,,,,,
1017,,,,,,,,,,,,,,
1018,,,,,,,,,100000000,,,,,
1019,,3500000,,,,,,,,,,,,
1020,,,,,,,,,,,,,,2500000
1021,,,,,,,,,,,,,,
1022,,,,,,,,,110000000,,,,,
1023,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,
1025,,,,,,,,,,,,,,
1026,,2600000,,,,,,,,,,,,
1027,,,,,,,,,,,,,,7712103
1028,,,,,,,,,,,,45000,,
1029,,,,,,,,,,,,,,560248
1030,,,,,,,,,,,,50000,,
1031,,,,,,,,,,,,,,6000000
1032,,,,0,,,,,,,,,,
1033,,,,1090000,,,,,,,,,,
1034,,,,,,,,,,,,,,
1035,,,,,,,,,,,,,,500000
1036,,,,,,,,,,,,,,
1037,,,,,,,,,,,,,,100002
1038,,,,,,,,,,,,,,2000000
1039,,,,,,,,,115837966,,,,,
1040,,,,,,,,,,,,,,
1041,,,,,,,,,,,,,,1500000
1042,,,,,,,,,,,,,,5000000
1043,,,,,,,,,,,,,,6750000
1044,,,,,,,,,,,,,,4050000
1045,,,,,,,,,,,,,,3500000
1046,,,,,,,,,,,,,,3000000
1047,,,,,,,,,,,,9300000,,
1048,,,,,,,,,,,,50000,,
1049,,,,,,,,,,,,,,6410000
1050,,,,,,,,,,,,,,60000000
1051,,,,,,,,,,,,,,
1052,,,,,,,,,,,,,,8142817
1053,,,,,,,,,,,,,,24000001
1054,,,,,,,,,,,,,,15999994
1055,,,,,,,,,,,,,,
1056,,,,,,,,,,,,,,10200000
1057,,,,,,,,,,,,15000,,
1058,,,,,,,,,,,,,,
1059,,,,569355,,,,,,,,,,
1060,,,,0,,,,,,,,,,
1061,,,,,,,,,,,,42183,,
1062,,,,,,,,,,,,,,
1063,,,,,,,,,,,,,,
1064,,,,,,,,,,,,2500,,
1065,,,,,,,,,,,,,,250000
1066,,,,,,,,,,,,20000,,
1067,,,,,,,,,,,,,,
1068,,,67000000,,,,,,,,,,,
1069,,,,,,,,,,,,,,6000000
1070,,,,,,,,,80000000,,,,,
1071,,,,,,,,,,,,,,23000000
1072,,,,,,,,,,,,,,9000000
1073,,,,,,,,,,,,,,30000000
1074,,,,,,,,,,,,,,69000000
1075,,,,,2860000,,,,,,,,,
1076,,,,,,,,,,,,,,32000000
1077,,,,,,,,,,,,,,40000000
1078,,,,,,,,,,,,,,30000000
1079,,,,,,,,,,,,,,50000000
1080,,,,,249000000,,,,,,,,,
1081,,,,,,,,,,,,500000,,
1082,,,,,,,,,,,,,,
1083,,,,,,,,,,,,,,25000000
1084,,,,,,,,,,,,,,
1085,,,,,,,,,,,,,,
1086,,,,,,,,,,,,,,
1087,,,,,,,,,,,,,,
1088,,,,,,,,,,,,,,30000000
1089,,,,,,,,,,,,,,20000000
1090,,,,,,,,,,,,,,1623640
1091,,,,,,,,,,,,,,
1092,16474,,,,,,,,,,,,,
1093,,,,,,,,,,,,,,
1094,,,,,,,,,20000000,,,,,
1095,,,160000,,,,,,,,,,,
1096,,350000,,,,,,,,,,,,
1097,,,,,,,,,,,,500000,,
1098,750000,,,,,,,,,,,,,
1099,,,,,,,,,,,,,,5250000
1100,,,,,,,,,,,,,,
1101,,,,,,,,,,,,,,
1102,,,,,,,,,,,,,,
1103,,,,,,,,,,,,,,
1104,,,,,,,,,,,,,,
1105,,,,,,,,,,,,,,
1106,,,,,,,,,,,,,,6000000
1107,,,,,,,,,,,,,,8000000
1108,,,,,,,,,,,,,,
1109,,,,,,,,,,,,1600000,,
1110,,,,,,,,,,,,1500000,,
1111,,,,,,,,,20000000,,,,,
1112,,,,,,,,,,,,,,40000000
1113,,,,,,,,,,,,,,180000000
1114,,,,,,,,,,,,100000,,
1115,,,,,,,,,,,,,,236939
1116,,,,,,,,,,,,,,105518
1117,,,,,,,,,,,,,,4260000
1118,,,,,,,,,,,,,,12000000
1119,,,,,,,,,,,,,,
1120,,,,,,,,,,,,,,4845819
1121,,,,,,,,,,,,,,
1122,,,4900000,,,,,,,,,,,
1123,,,,,,,,,,,,1412834,,
1124,,,,,,,,,,,,,,3356695
1125,,,,,,,,,,,,,,
1126,,,,,,,,,,,,,,500000
1127,,,,,,,,,3409315,,,,,
1128,,,,,,,,,,,,,,
1129,,,,,,,,,,,,3500000,,
1130,,,,,,,,,,,,,41250,
1131,,,,,,,,,,,,,,427800
1132,,,,,,,,,,,,787500,,
1133,,,,,,,,,,,,687700,,
1134,,,,,,,,,,,,1306595,,
1135,,,,,,,,,,,,,,848236
1136,,,153200,,,,,,,,,,,
1137,,,,,,,,,,,,,,825000
1138,,,,,,,,,,,,,,263400
1139,470000,,,,,,,,,,,,,
1140,250000,,,,,,,,,,,,,
1141,,,,0,,,,,,,,,,
1142,,,,,,,,,,,,,,24750000
1143,,,,,,,,,,,,20014,,
1144,,,,,,,,,,,,,,83709
1145,,,,,,,,,,,,,,297265
1146,,,,,,,,,,,,,,1770000
1147,,,,,,,,,,,,,,4540000
1148,,,,,,,,,,,,,,4100000
1149,,,300000,,,,,,,,,,,
1150,,,,,2700000,,,,,,,,,
1151,,,,,,,,,,,,,,
1152,,,,,,,,,,,,,,600000
1153,,,,,,,,,,,,,,3355282
1154,,,,,,,,,,,,25000,,
1155,,100000,,,,,,,,,,,,
1156,,,,,,,,,,,,425000,,
1157,,,,,,,,,,,,225000,,
1158,,,,,,,,,,,,100000,,
1159,,,,,,,,,,,,900000,,
1160,,,6690000,,,,,,,,,,,
1161,,,100000,,,,,,,,,,,
1162,,,,,,,,,,,,6000000,,
1163,,,,,375000,,,,,,,,,
1164,,,,,,,,,,,,,,
1165,,,25000,,,,,,,,,,,
1166,,,,20000,,,,,,,,,,
1167,,,,,,,,,,,,,,1800000
1168,,,,,,,,,76999653,,,,,
1169,,,,,,,,,,,,147000,,
1170,,,,,,,,,,,,,,2000000
1171,,,,,,,,,,,,,805908,
1172,,,,,,,,,,,,,,8259067
1173,,,,,,,,,,,,,,166681
1174,,,,,,,,,,,,,,159810
1175,,,,,,,,,,,,,1622347,
1176,,,,,,,,,,,,,,
1177,,,,,,,,,,,,90000,,
1178,,,,,,,,,,,,,,
1179,,,,,,,,,,,,,,
1180,,,,,,,,,,,,,,
1181,,,,,,,,,,,,0,,
1182,,,,,,,,,,,,,,2012700
1183,,,,,,,,,,,,,,
1184,,,,,,,,,,,,,,
1185,,,,,,,,,,,,,,8500000
1186,,,,,,,,,,,,,,3600000
1187,,,,,,,,,,,,750000,,
1188,,,,,,,,,,,,,,5000000
1189,,,,,,,,,,,,,,10000000
1190,,,,748000,,,,,,,,,,
1191,,,,,,,,,,,,,,3400000
1192,,,,,,,,,,,,,,
1193,,,,,,,,,,,,,,
1194,,,,,,,,,,,,,,13160000
1195,,,,,,,,,,,,,,16850000
1196,,,,,,,,,,,,,,9600000
1197,,,,,,,,,,,,,,
1198,,,,,,,,,,,,2250180,,
1199,,,,,,,,,,,,,,1333333
1200,,,,,,,,,,,,500000,,
1201,,,,60000,,,,,,,,,,
1202,,,,,,,,,,,,1500000,,
1203,,,,,,,,,,,,,,27000000
1204,,,,,,,,,,,,,,1000000
1205,,,,,,,,,550000000,,,,,
1206,,,,,,,,,,,,,,5000000
1207,,,,,,,,,,,,,,6000000
1208,,,,,,,,,,,,,,12000000
1209,,,,,,,,,,,,,,3000000
1210,,,,,,,,,,,,30000,,
1211,,,,,,,,,,,,,,6467283
1212,,,,,,,,,,,,,,4712831
1213,,,,,,,,,,,,,,4768678
1214,,,,,,,,,,,,,,3371887
1215,,,,,,,,,,,,50000,,
1216,,,,,,,,,,,,,,
1217,,,,,,,,,,,,,,3986362
1218,,,,,,,,,,,,,,
1219,,,,,,,,,,,,,,5000000
1220,,,1360000,,,,,,,,,,,
1221,,,,,,,,,,,,,,1820000
1222,800000,,,,,,,,,,,,,
1223,,,,,,,,,,,,,,3000400
1224,,,,,,,,,,,,,,338370
1225,,,,,,,,,,,,,,1000000
1226,,,,,,,,,,,,,,2050000
1227,,,,,1530000,,,,,,,,,
1228,,,,,,,,,,,,,,10000000
1229,,,,,,,,,,,,500000,,
1230,,,,,,,,,,,,,,
1231,,,150000,,,,,,,,,,,
1232,,,,,,,,,,,,,,21800000
1233,,,3050500,,,,,,,,,,,
1234,,,,,,,,,,,,,,9575077
1235,,,,,,,,,,,,,,5300000
1236,,,8000000,,,,,,,,,,,
1237,,,,,,,,,,,,,,2460000
1238,,,,,,,,,,,,,,14590000
1239,,,,,,,,,,,,5000,,
1240,,,,,,,,,,,,,,1500000
1241,,,,,,,,,,,,,,6000000
1242,,,,,,,,,,,,,,5000000
1243,,,,,,,,,,,,,,5000000
1244,,,,,,,,,,,,50000,,
1245,,500000,,,,,,,,,,,,
1246,,,,,,,,,,,,,,2999698
1247,,,,,,,,,,,,,,150000
1248,,,,,,,,,,,,,,5324000
1249,,,,,,,,,,,,,,1000000
1250,,,,,,,,,,,,,,2531750
1251,,,,,,,,,,,,,,
1252,,,,,,,,,,,,,,1273000
1253,,,,,,,,,,,,,,12000000
1254,,,,,,,,,,,,250000,,
1255,,,,,,,,,,,,,,3000000
1256,,,,,,,,56972661,,,,,,
1257,,,,,2808275,,,,,,,,,
1258,,,,,,,,,,,,,,4898950
1259,,,,,,,,,,,,,,50000000
1260,,,,,,,,,,,,,,30000000
1261,,,,,,,,41356350,,,,,,
1262,,,,,,,,,,,,1000000,,
1263,,,,,,,,,,,,1000000,,
1264,,,,,,,,,,,,,,923000
1265,,,,,,,,,,,,,,1250000
1266,,,,,,,,,,,,325000,,
1267,,,,,,,,,,,,20000,,
1268,,,3705137,,,,,,,,,,,
1269,,,,,,,,,,,,,,
1270,,,,,,,,,110000000,,,,,
1271,,,,,400000000,,,,,,,,,
1272,,,,,,,,,,,,,,
1273,,,,,,,,,,,,,,
1274,,,,,,,,,,,,,,3000000
1275,,,,,,,,,,,,,,
1276,,,,,,,,,,,,,,11000000
1277,,,,,,,,,,,,,,5675000
1278,,,,,,,,,,,,,,412500
1279,,,,,,,,,,,,275166,,
1280,,,,,,,,,,,,100000,,
1281,,,,,,,,,,,,,,1800000
1282,,,400004,,,,,,,,,,,
1283,,,300000,,,,,,,,,,,
1284,,,,,,,,,,,,45400,,
1285,,,,,,,,,,,,,,1794003
1286,,,,,,,,,,,,,,
1287,,,,,,,,,,,,,,1200000
1288,,,,,,,,,,,,,,2500000
1289,,,,,,,,,,,,,,3918249
1290,,,,,,,,,,,,,,11500000
1291,,,,,,,,,,,,,,2100000
1292,,,,,,,,,,,,,,1737170
1293,,,,,,,,,,,,,,450000
1294,,,,,,,,,,,,500000,,
1295,,,,,,,,,,,,,,400000
1296,,,,,,,,,,,,,,560000
1297,,,,,,,,,,,,,,1850000
1298,,,,,,,,,,,,2000000,,
1299,,,,,,,,,,,,,,12000000
1300,,,,,,,,,,,,,,
1301,,,,,,,,,,,,1500000,,
1302,,,,,,,,,,,,,,
1303,,,175000,,,,,,,,,,,
1304,,,,,,,,,422000000,,,,,
1305,,,,,,,,,,,,50000,,
1306,,,,,,,,,,,,,,132500
1307,,,,,,,,,,,,,,
1308,,,,,,,,,,,,200000,,
1309,,,,,,,,,,,,,,500000
1310,,,,,,,,,,,,,,4000000
1311,,,,,,,,,,,,,,661000
1312,,,,,,,,,,,,,,20000000
1313,,,,,,,,,,,,,1287963,
1314,,,,,,,,,,,,200000,,
1315,,,,,,,,,,,,600000,,
1316,,,,,,,,,,,,620000,,
1317,,,,,,,,,,,,,,451198
1318,,,,,,,,,,,,231884,,
1319,,,,,,,,,,,,,,1200000
1320,,,,,,,,,,,,1287963,,
1321,,,,,,,,,,,,375838,,
1322,,,,,,,,,,,,,,9000000
1323,,,500000,,,,,,,,,,,
1324,,,401010,,,,,,,,,,,
1325,,,,,,,,,,,,,1000000,
1326,,,,,,,,,,,,,,6000000
1327,,,800000,,,,,,,,,,,
1328,,,150000,,,,,,,,,,,
1329,,,,,,,,,,,,,,6000000
1330,,,500000,,,,,,,,,,,
1331,,,,,,,,,,,,,,4013808
1332,,,,,,,1400000,,,,,,,
1333,,,,,,,,,,,,,,
1334,,,,,,,,,,,,,,
1335,,,,,,,,,,4545754,,,,
1336,,,,,,,,,,,,,,60000
1337,,,,,,,,,,,,45000,,
1338,,,,,,,,,,,,1300000,,
1339,,,,,,,,,,,,,,
1340,,,,,,,,30339346,,,,,,
1341,,,,,,,,34300806,,,,,,
1342,,,,,,,,,,,,396998,,
1343,,,122794435,,,,,,,,,,,
1344,,,15000000,,,,,,,,,,,
1345,,,115000000,,,,,,,,,,,
1346,,,,,,,,,,,,,,22009460
1347,,,,,,,,,,,,,,17270000
1348,,,,,,,,,,,,,,10000000
1349,,,,,,,,,,,,15000,,
1350,,,,,,,,,,,,,,20000000
1351,,,3000000,,,,,,,,,,,
1352,,,,,,,,,,,,762000,,
1353,,,,,,,,,,,,,,2338650
1354,,,,,,,,,,,,,,10000000
1355,,,,,,,,,,,,,,23500000
1356,,,,,,,,,,,,,,19600000
1357,,,,,,,,,,,,,,10500000
1358,,,,,,,,,225000000,,,,,
1359,,,,,,,,,,,,,,368000
1360,,,,,,,,,,,,3300,,
1361,,,,,,,,,,,,,,11017508
1362,,,,,,,,,,,,,,4500000
1363,,,,,,,,,,,,600000,,
1364,1600000,,,,,,,,,,,,,
1365,,,,,,,,,,,,,,11100000
1366,,,,,,,,,,,,,,4499999
1367,,,,,,,,,,,,,,
1368,,,,,,,,,,,,,,
1369,,,,,,,,,,,,,,
1370,,,,,,,,,,,,,,10000000
1371,,,,,,,,,,,,,,
1372,,,,,,,,,,,,,,27000000
1373,,,,,,,,,,,,50000,,
1374,,,,,,,,,,,,,,2000000
1375,,,,,,,,,,,,,,25000000
1376,,,,,,,,,,,,,,15000000
1377,,,,,,,,,86385000,,,,,
1378,,,,,,,,,,,,,,4000000
1379,,,,,,,,,,,,,,30000000
1380,,,,,,,,,,,,,,
1381,,,,,,,,,,,,,,100000000
1382,,,,,,,,,,,,,,
1383,,,,,,,,,,,,,,9910333
1384,,,,,,,,,,,,,,4873460
1385,,,,,,,,,,,,,,1640570
1386,,,,,,,,,,,,,,10720178
1387,,80880,,,,,,,,,,,,
1388,,,,,9919,,,,,,,,,
1389,,,,,,,,,,,,51568,,
1390,,,,,,,,,,,,4710960,,
1391,,,,,,,,,,,,,,5000000
1392,,,,,,,,,,,,,,
1393,,,,,,,,,,,,,,25090000
1394,,,,,,,,,,,,,,
1395,,,,,,,,,,,,,,25478613
1396,,,,,,,,,,,,,,19500000
1397,,,,,,,,,,,,,,4000000
1398,,,,,,,,,,,,,,7540000
1399,,,,,,,,,,,,,,1270000
1400,,,,,,,,,,,,,,
1401,,,,,,,,,,,,,,
1402,,,,,,,,,,,,25000,,
1403,,,,,,,,,,,,,,143500000
1404,,,,,,,,,,,,,,10000000
1405,,,,,,,,,,,,,,40000000
1406,,,,,,,,,40000000,,,,,
1407,,,430000,,,,,,,,,,,
1408,,,,,,,,,,,,300000,,
1409,,,,,,,,,,,,,,3500000
1410,,,,,,,,,,,,,,10000000
1411,,,,,,,,,,,,,,
1412,,,,,,,,,,,,,,
1413,,,,,,,,,,,,,,3033472
1414,,,,,,,,200000000,,,,,,
1415,,,,,,,,,,,,,,14420000
1416,,,,,,,,,,,,,,3321244
1417,,,,,,,,,45000000,,,,,
1418,,,,,,,,,,,,,,275000
1419,,,,,,,,,,,,,,150000
1420,,,,,,,,,,,,,,3000000
1421,,,,,,,,,,,,,,255325
1422,,,,,,,,,,,,150000,,
1423,,,2049999,,,,,,,,,,,
1424,,,500000,,,,,,,,,,,
1425,,,,,,,,,,,,,,
1426,,,,,,,,,,,,,,32000000
1427,,,,,,,,,,,,,,2500000
1428,,,,,,,,,,,,,,6000000
1429,,,,,8000000,,,,,,,,,
1430,,,,,,,,,,,,,,15000000
1431,,,,,,,,,,,,,,22500000
1432,,,,,,,,,,,,,,11800000
1433,,,,,,,,,,,,50000,,
1434,,,,,,,,,,,,,,25000000
1435,,,,,,,,,,,,,,745500
1436,,,,,,,,,,,,,,300000
1437,,,3000000,,,,,,,,,,,
1438,,,,,,,,,,,,,,30000000
1439,,,,,,,,,,,,,,31000000
1440,,,,,1500000,,,,,,,,,
1441,,,,,,,,,,,,,,30000000
1442,,,,,,,,,,,,,,10951121
1443,,,,,,,,,,,,,,10250006
1444,,,,,24000,,,,,,,,,
1445,,,,,,,,,,,,18000,,
1446,,,,,5000,,,,,,,,,
1447,,,,,,,,,,,,,,150000
1448,,,235000,,,,,,,,,,,
1449,,,,,10000,,,,,,,,,
1450,,,,,15282,,,,,,,,,
1451,,,,,,,,,,,,,,60000000
1452,,,500000,,,,,,,,,,,
1453,,,,,,,,,,,,,,4605841
1454,,,600000,,,,,,,,,,,
1455,,,,,,,,,,,,,,
1456,,,,,,,,,,,,1410901,,
1457,,,,,,,,,,,,,,12000000
1458,,,,,,,,,,,,,,
1459,,,,,,,,,,,,,,28500000
1460,,,,,,,,,,,,,,225000
1461,,,,,,,,,,,,,,18000000
1462,,,,,,,,,,,,,,7000000
1463,,,,,,,,,,,,,,3000000
1464,1560000,,,,,,,,,,,,,
1465,,,,,,,,,4000000,,,,,
1466,,,,,,,,,,,,,,3000000
1467,,,,,,,,,,,,,,13293460
1468,,,,,,,,,,,,,,6916500
1469,,,,,,,,,,,,,,
1470,,,,,,,,,,,,380000,,
1471,,,,,,,,,,,,,,8300000
1472,,600000,,,,,,,,,,,,
1473,,,,,,,,,,,,,,
1474,,,,,,,,,,,,,,15900000
1475,,,,,,,,,,,,,,400000
1476,,,,,,,,,,,,,,375000
1477,2000000,,,,,,,,,,,,,
1478,,,,,,,,,,,,,,3000000
1479,,,1500000,,,,,,,,,,,
1480,,,,,,,,,,,,,,4250000
1481,,,,,,,,,,,,,,3000000
1482,,,,,,,,,,,,,,1055000
1483,,,,,,,,,,,,,,17000000
1484,,,,,,,,,,,,,,1000000
1485,,,,,,,,,,,,,,2000000
1486,,,,,,,,,,,,20000,,
1487,,,,,,,,,79081610,,,,,
1488,,,,,,,,,,,,,,6000000
1489,,,,,,,,,,,,,,11000000
1490,,,,,,,,,,,,,,35000000
1491,,,,,,,,,,,,,,7500000
1492,,,,,,,,,,,,,,2431124
